index,ms
1468,10.001
1469,21.226
1470,11.636
1471,26.539
1472,13.532
1473,20.237
1474,11.328
1475,12.043
1476,13.734
1477,18.521
1478,10.113
1479,19.520
1480,10.295
1481,9.704
1482,11.218
1483,10.827
1484,20.270
1485,9.855
1486,18.114
1487,17.974
1488,9.438
1489,19.798
1490,9.919
1491,19.415
1492,11.806
1493,34.187
1494,22.909
1495,10.221
1496,10.390
1497,10.012
1498,10.941
1499,17.429
1500,18.577
1501,17.308
1502,18.190
1503,9.826
1504,10.711
1505,18.102
1506,20.456
1507,11.076
1508,9.846
1509,9.595
1510,8.867
1511,18.946
1512,13.475
1513,12.507
1514,24.311
1515,12.991
1516,26.337
1517,13.981
1518,25.339
1519,30.029
1520,10.113
1521,21.619
1522,25.855
1523,25.206
1524,26.898
1525,18.740
1526,8.250
1527,17.144
1528,10.070
1529,19.137
1530,12.807
1531,11.914
1532,17.862
1533,17.604
1534,10.425
1535,17.863
1536,10.531
1537,18.683
1538,12.389
1539,20.878
1540,9.975
1541,26.653
1542,10.412
1543,19.031
1544,10.723
1545,9.870
1546,27.845
1547,10.163
1548,25.256
1549,9.437
1550,19.878
1551,18.511
1552,17.312
1553,9.970
1554,18.969
1555,18.932
1556,19.901
1557,10.512
1558,10.950
1559,9.594
1560,18.089
1561,9.874
1562,22.196
1563,11.037
1564,20.617
1565,9.369
1566,10.009
1567,11.488
1568,10.506
1569,19.814
1570,9.565
1571,19.485
1572,19.072
1573,24.278
1574,16.436
1575,9.749
1576,17.728
1577,16.914
1578,14.346
1579,8.461
1580,10.554
1581,10.117
1582,9.486
1583,17.495
1584,17.328
1585,13.877
1586,6.995
1587,13.015
1588,9.743
1589,7.580
1590,7.444
1591,10.344
1592,15.793
1593,9.199
1594,8.477
1595,10.416
1596,8.312
1597,17.639
1598,8.321
1599,13.217
1600,16.148
1601,11.169
1602,9.611
1603,21.504
1604,10.655
1605,5.766
1606,6.195
1607,6.719
1608,12.980
1609,11.077
1610,21.846
1611,24.485
1612,14.604
1613,13.654
1614,25.211
1615,13.070
1616,19.494
1617,19.368
1618,49.895
1619,25.428
1620,23.716
1621,25.583
1622,17.064
1623,8.563
1624,8.591
1625,8.062
1626,13.870
1627,8.036
1628,18.888
1629,9.186
1630,16.125
1631,8.740
1632,9.931
1633,9.378
1634,18.014
1635,10.146
1636,9.989
1637,7.656
1638,15.911
1639,17.115
1640,16.136
1641,14.063
1642,16.128
1643,17.342
1644,9.869
1645,15.256
1646,9.081
1647,9.280
1648,9.937
1649,17.030
1650,10.593
1651,31.624
1652,12.546
1653,28.416
1654,10.886
1655,10.425
1656,23.850
1657,13.078
1658,22.637
1659,15.649
1660,17.212
1661,16.583
1662,12.434
1663,19.341
1664,18.580
1665,17.912
1666,16.962
1667,9.438
1668,9.677
1669,18.926
1670,10.006
1671,18.415
1672,10.227
1673,20.228
1674,19.900
1675,10.181
1676,25.632
1677,12.628
1678,21.788
1679,32.377
1680,10.698
1681,12.345
1682,23.857
1683,13.538
1684,11.097
1685,17.624
1686,20.489
1687,22.931
1688,13.434
1689,23.027
1690,13.109
1691,20.957
1692,20.477
1693,19.372
1694,10.620
1695,18.573
1696,11.426
1697,18.763
1698,10.231
1699,11.070
1700,19.039
1701,10.169
1702,9.727
1703,18.885
1704,17.425
1705,18.708
1706,6.434
1707,12.406
1708,7.883
1709,6.954
1710,13.969
1711,9.456
1712,17.851
1713,11.553
1714,12.531
1715,22.613
1716,12.395
1717,10.438
1718,11.342
1719,18.093
1720,17.057
1721,9.562
1722,18.890
1723,13.169
1724,23.198
1725,20.642
1726,18.722
1727,16.885
1728,7.339
1729,12.292
1730,6.814
1731,10.869
1732,6.892
1733,7.506
1734,8.651
1735,6.969
1736,11.588
1737,8.009
1738,6.693
1739,13.984
1740,17.722
1741,10.201
1742,19.433
1743,25.761
1744,15.272
1745,14.798
1746,15.673
1747,23.621
1748,18.704
1749,27.945
1750,18.293
1751,15.286
1752,15.116
1753,7.364
1754,12.513
1755,8.011
1756,13.170
1757,13.820
1758,9.586
1759,17.620
1760,22.007
1761,13.724
1762,14.115
1763,13.401
1764,21.356
1765,18.628
1766,11.671
1767,7.193
1768,12.776
1769,12.608
1770,8.690
1771,9.080
1772,9.815
1773,9.814
1774,15.385
1775,9.665
1776,9.276
1777,16.368
1778,18.597
1779,9.037
1780,9.938
1781,14.954
1782,17.236
1783,9.006
1784,9.264
1785,7.663
1786,12.949
1787,7.338
1788,7.280
1789,11.397
1790,29.821
1791,6.913
1792,6.216
1793,6.049
1794,10.675
1795,103.258
1796,6.893
1797,13.577
1798,37.895
1799,6.902
1800,6.213
1801,10.512
1802,35.465
1803,6.255
1804,6.635
1805,10.314
1806,56.949
1807,10.461
1808,6.476
1809,11.474
1810,6.302
1811,6.089
1812,10.692
1813,30.573
1814,7.217
1815,10.799
1816,21.123
1817,6.808
1818,10.605
1819,31.765
1820,6.948
1821,11.872
1822,7.135
1823,10.991
1824,28.162
1825,6.337
1826,10.682
1827,23.917
1828,11.164
1829,11.498
1830,6.890
1831,12.495
1832,6.636
1833,12.967
1834,8.948
1835,14.273
1836,6.612
1837,6.525
1838,6.428
1839,9.322
1840,6.671
1841,13.298
1842,11.697
1843,8.478
1844,11.055
1845,9.403
1846,11.144
1847,8.054
1848,6.663
1849,7.085
1850,12.004
1851,7.012
1852,11.966
1853,6.190
1854,6.735
1855,15.261
1856,11.634
1857,11.059
1858,6.879
1859,6.802
1860,6.742
1861,11.334
1862,11.418
1863,13.054
1864,10.218
1865,12.284
1866,7.041
1867,6.694
1868,11.296
1869,10.748
1870,6.684
1871,7.266
1872,7.035
1873,6.894
1874,13.659
1875,15.035
1876,6.172
1877,10.390
1878,10.289
1879,6.427
1880,11.948
1881,6.137
1882,14.762
1883,17.826
1884,23.191
1885,9.376
1886,10.412
1887,10.791
1888,20.227
1889,6.028
1890,13.319
1891,6.132
1892,11.063
1893,16.014
1894,7.451
1895,11.290
1896,7.120
1897,10.987
1898,15.150
1899,6.539
1900,11.448
1901,6.217
1902,11.272
1903,10.878
1904,6.595
1905,10.737
1906,6.315
1907,11.441
1908,6.980
1909,6.629
1910,11.510
1911,16.151
1912,11.313
1913,11.199
1914,7.363
1915,7.509
1916,12.536
1917,11.287
1918,13.374
1919,15.558
1920,11.107
1921,8.739
1922,17.982
1923,6.279
1924,11.312
1925,7.364
1926,7.722
1927,12.752
1928,7.104
1929,12.776
1930,7.718
1931,17.968
1932,7.675
1933,12.811
1934,7.897
1935,14.156
1936,7.792
1937,7.573
1938,7.044
1939,12.750
1940,11.114
1941,13.221
1942,10.362
1943,9.494
1944,13.359
1945,8.926
1946,8.489
1947,15.183
1948,9.348
1949,7.530
1950,12.001
1951,7.259
1952,12.134
1953,14.621
1954,15.514
1955,16.103
1956,8.265
1957,15.591
1958,9.665
1959,15.717
1960,20.995
1961,12.152
1962,18.957
1963,9.832
1964,17.995
1965,15.942
1966,9.143
1967,13.016
1968,8.567
1969,15.520
1970,16.738
1971,9.608
1972,15.633
1973,11.766
1974,15.796
1975,12.338
1976,13.682
1977,13.674
1978,13.312
1979,8.458
1980,13.202
1981,8.481
1982,13.754
1983,12.911
1984,7.355
1985,8.512
1986,8.166
1987,13.256
1988,12.017
1989,8.680
1990,12.932
1991,15.444
1992,15.907
1993,18.280
1994,17.823
1995,20.160
1996,18.205
1997,13.990
1998,17.178
1999,17.593
2000,19.149
2001,10.377
2002,13.374
2003,14.939
2004,12.929
2005,7.878
2006,16.548
2007,7.461
2008,13.295
2009,8.530
2010,13.322
2011,8.430
2012,24.629
2013,11.682
2014,12.300
2015,11.691
2016,10.155
2017,14.447
2018,7.001
2019,12.503
2020,15.914
2021,22.568
2022,23.700
2023,21.927
2024,14.648
2025,25.341
2026,18.209
2027,27.783
2028,20.086
2029,23.662
2030,23.852
2031,26.448
2032,24.639
2033,37.318
2034,25.600
2035,25.587
2036,22.918
2037,24.498
2038,24.231
2039,21.065
2040,22.644
2041,13.631
2042,14.321
2043,13.947
2044,24.051
2045,23.536
2046,13.709
2047,25.149
2048,24.630
2049,19.968
2050,19.113
2051,10.501
2052,10.703
2053,22.046
2054,19.871
2055,20.227
2056,18.985
2057,17.911
2058,10.853
2059,21.285
2060,10.955
2061,18.113
2062,20.201
2063,16.827
2064,6.296
2065,10.229
2066,10.767
2067,11.653
2068,10.738
2069,18.642
2070,10.350
2071,22.522
2072,20.151
2073,16.743
2074,11.462
2075,23.836
2076,12.460
2077,17.244
2078,6.732
2079,6.954
2080,11.644
2081,7.845
2082,12.642
2083,13.510
2084,16.262
2085,16.996
2086,9.012
2087,19.666
2088,10.466
2089,18.183
2090,19.484
2091,21.896
2092,18.280
2093,10.164
2094,10.515
2095,18.368
2096,19.010
2097,9.989
2098,10.512
2099,19.475
2100,20.748
2101,12.353
2102,12.897
2103,13.272
2104,17.769
2105,17.987
2106,17.985
2107,9.743
2108,17.374
2109,18.012
2110,17.880
2111,10.206
2112,18.838
2113,21.970
2114,24.478
2115,26.607
2116,22.463
2117,14.067
2118,31.536
2119,18.678
2120,19.742
2121,9.673
2122,20.339
2123,11.936
2124,8.619
2125,35.049
2126,12.451
2127,40.447
2128,11.298
2129,26.081
2130,13.974
2131,10.946
2132,9.129
2133,19.446
2134,10.497
2135,9.474
2136,11.029
2137,24.572
